si,dong,location,longitude,latitude,지번주소,도로명주소
서귀포시,안덕면,"33.2459817,126.334302",126.33430200000001,33.2459817,제주특별자치도 서귀포시 안덕면 화순리 1070-2,제주특별자치도 서귀포시 안덕면 화순로 111
제주시,한림읍,"33.3805537,126.246957",126.24695700000001,33.3805537,제주특별자치도 제주시 한림읍 협재리 2237,제주특별자치도 제주시 한림읍 협재남2길 45-22
서귀포시,색달동,"33.2618094,126.405132",126.40513200000001,33.2618094,제주특별자치도 서귀포시 색달동 2033-1,제주특별자치도 서귀포시 색달로81번길 74
제주시,삼도일동,"33.4991516,126.517964",126.51796499999999,33.4991516,제주특별자치도 제주시 삼도일동 566-22,제주특별자치도 제주시 서광로14길 9
제주시,구좌읍,"33.5287429,126.845605",126.845605,33.5287429,제주특별자치도 제주시 구좌읍 평대리 468-17,제주특별자치도 제주시 구좌읍 평대7길 18-16
제주시,노형동,"33.4773838,126.484746",126.484746,33.4773838,제주특별자치도 제주시 노형동 754-4,제주특별자치도 제주시 과원북2길 24
서귀포시,남원읍,"33.2874806,126.743652",126.743652,33.2874806,제주특별자치도 서귀포시 남원읍 태흥리 2003,제주특별자치도 서귀포시 남원읍 태수로26번길 38
서귀포시,호근동,"33.2652278,126.532395",126.532395,33.2652278,제주특별자치도 서귀포시 호근동 1119-2,제주특별자치도 서귀포시 호근북로106번길 2
서귀포시,성산읍,"33.4019745,126.869096",126.869096,33.4019745,제주특별자치도 서귀포시 성산읍 난산리 1085,제주특별자치도 서귀포시 성산읍 난산로 56
제주시,삼도이동,"33.5077073,126.523157",126.52315700000001,33.507707399999994,제주특별자치도 제주시 삼도이동 248-6,제주특별자치도 제주시 남중서1길 13-2
제주시,노형동,"33.4910859,126.477006",126.477006,33.4910859,제주특별자치도 제주시 노형동 1297-2,제주특별자치도 제주시 다랑곶4길 62
제주시,구좌읍,"33.4653237,126.775054",126.775054,33.4653237,제주특별자치도 제주시 구좌읍 송당리 1894,제주특별자치도 제주시 구좌읍 비자림로 1758
제주시,일도이동,"33.5126974,126.539953",126.539953,33.512697499999994,제주특별자치도 제주시 일도이동 148-20,제주특별자치도 제주시 고마로3길 15-1
제주시,이도이동,"33.5000693,126.535133",126.535133,33.500069399999994,제주특별자치도 제주시 이도이동 1143-3,제주특별자치도 제주시 동광로10길 36
제주시,일도이동,"33.4999927,126.552444",126.552444,33.4999927,제주특별자치도 제주시 일도이동 39,제주특별자치도 제주시 남광로 174
제주시,이도이동,"33.5024898,126.540933",126.54093300000001,33.5024898,제주특별자치도 제주시 이도이동 339,제주특별자치도 제주시 천수로 24
제주시,삼양이동,"33.5184148,126.58519",126.58519,33.518414899999996,제주특별자치도 제주시 삼양이동 2318,제주특별자치도 제주시 화삼로 167
제주시,도남동,"33.4887379,126.524264",126.52426499999999,33.4887379,제주특별자치도 제주시 도남동 713-2,제주특별자치도 제주시 복지로5길 16
제주시,건입동,"33.5163562,126.540174",126.540174,33.5163562,제주특별자치도 제주시 건입동 671-7,제주특별자치도 제주시 사라봉5길 24
제주시,이도일동,"33.5114316,126.525257",126.52525700000001,33.5114316,제주특별자치도 제주시 이도일동 1421-1,제주특별자치도 제주시 중앙로13길 9
제주시,용강동,"33.4759505,126.586126",126.58612600000001,33.4759505,제주특별자치도 제주시 용강동 1777,제주특별자치도 제주시 아봉로 534-3
서귀포시,동홍동,"33.2603988,126.562461",126.56246100000001,33.260398800000004,제주특별자치도 서귀포시 동홍동 2187,제주특별자치도 서귀포시 동홍로109번길 68
제주시,삼도일동,"33.5032364,126.518394",126.518394,33.5032364,제주특별자치도 제주시 삼도일동 527-9,제주특별자치도 제주시 평전5길 8-1
제주시,애월읍,"33.4289793,126.381625",126.381625,33.4289793,제주특별자치도 제주시 애월읍 소길리 891,제주특별자치도 제주시 애월읍 소길동5길 8
제주시,화북일동,"33.5239535,126.562735",126.562735,33.5239535,제주특별자치도 제주시 화북일동 4086-5,제주특별자치도 제주시 진서로 58-3
서귀포시,대정읍,"33.1691946,126.271672",126.27167299999999,33.1691946,제주특별자치도 서귀포시 대정읍 가파리 479,제주특별자치도 서귀포시 대정읍 가파로67번길 46
제주시,이도일동,"33.502465,126.526955",126.526955,33.502465,제주특별자치도 제주시 이도일동 1941,제주특별자치도 제주시 서광로29길 22-7
제주시,이도이동,"33.4932662,126.546748",126.546748,33.4932662,제주특별자치도 제주시 이도이동 2084,제주특별자치도 제주시 신설로11길 37
서귀포시,서호동,"33.2636617,126.516428",126.516428,33.2636617,제주특별자치도 서귀포시 서호동 1269-1,제주특별자치도 서귀포시 고근산로 46-29
서귀포시,법환동,"33.2380439,126.513025",126.513025,33.2380439,제주특별자치도 서귀포시 법환동 256,제주특별자치도 서귀포시 법환로38번길 12
서귀포시,성산읍,"33.4604672,126.91272",126.91272,33.460467200000004,제주특별자치도 서귀포시 성산읍 오조리 814,제주특별자치도 서귀포시 성산읍 오조로85번길 27-8
제주시,구좌읍,"33.5222412,126.857333",126.85733300000001,33.5222412,제주특별자치도 제주시 구좌읍 세화리 1416,제주특별자치도 제주시 구좌읍 세화8길 4-2
제주시,연동,"33.487183,126.500608",126.50060800000001,33.487183,제주특별자치도 제주시 연동 323-6,제주특별자치도 제주시 화동길 38-3
제주시,도련1동,"33.5125255,126.590893",126.59089399999999,33.5125255,제주특별자치도 제주시 도련1동 1778-2,제주특별자치도 제주시 매촌서2길 10-10
제주시,건입동,"33.5140481,126.530295",126.53029599999999,33.514048100000004,제주특별자치도 제주시 건입동 1219-1,제주특별자치도 제주시 동문로9길 12
서귀포시,표선면,"33.3477193,126.834496",126.834496,33.3477193,제주특별자치도 서귀포시 표선면 하천리 428-1,제주특별자치도 서귀포시 표선면 하천달산로 113-21
제주시,조천읍,"33.4378458,126.686101",126.68610100000001,33.4378458,제주특별자치도 제주시 조천읍 교래리 359,
제주시,한경면,"33.3137547,126.250311",126.25031100000001,33.313754700000004,제주특별자치도 제주시 한경면 청수리 3389,제주특별자치도 제주시 한경면 청수로 108
제주시,한림읍,"33.3958057,126.244464",126.244464,33.3958057,제주특별자치도 제주시 한림읍 협재리 1861,제주특별자치도 제주시 한림읍 한림로 372-27
제주시,외도일동,"33.4873575,126.432842",126.432842,33.4873575,제주특별자치도 제주시 외도일동 560-1,제주특별자치도 제주시 우정로11길 18
제주시,아라일동,"33.4706294,126.543584",126.54358400000001,33.4706294,제주특별자치도 제주시 아라일동 6072-7,제주특별자치도 제주시 아란14길 8
제주시,삼도이동,"33.5156601,126.518439",126.51843999999998,33.515660100000005,제주특별자치도 제주시 삼도이동 1161-8,제주특별자치도 제주시 북성로 60
제주시,아라이동,"33.4832429,126.548888",126.54888899999999,33.4832429,제주특별자치도 제주시 아라이동 2995,제주특별자치도 제주시 월두2길 26
서귀포시,남원읍,"33.2730981,126.655666",126.655666,33.273098100000006,제주특별자치도 서귀포시 남원읍 위미리 3125,제주특별자치도 서귀포시 남원읍 위미대화로15번길 9-3
제주시,이호1동,"33.4962534,126.449949",126.449949,33.496253499999995,제주특별자치도 제주시 이호1동 1770-1,제주특별자치도 제주시 현사길 18
제주시,한경면,"33.346003,126.187018",126.187018,33.346003,제주특별자치도 제주시 한경면 신창리 815,제주특별자치도 제주시 한경면 신창상서길 15-2
제주시,아라일동,"33.4510321,126.558412",126.55841299999999,33.4510321,제주특별자치도 제주시 아라일동 1,제주특별자치도 제주시 산천단동3길 31
제주시,화북일동,"33.5217683,126.569038",126.56903899999999,33.521768300000005,제주특별자치도 제주시 화북일동 1881,제주특별자치도 제주시 삼사석길 55-9
서귀포시,상효동,"33.2947673,126.59",126.59,33.294767300000004,제주특별자치도 서귀포시 상효동 1407-3,제주특별자치도 서귀포시 배낭골로 65
제주시,한경면,"33.3277425,126.172097",126.172097,33.3277425,제주특별자치도 제주시 한경면 용수리 4719-1,제주특별자치도 제주시 한경면 용수길 120-5
제주시,이도이동,"33.4943974,126.543645",126.543645,33.4943974,제주특별자치도 제주시 이도이동 1942-1,제주특별자치도 제주시 신설로 16
제주시,도남동,"33.4949212,126.522388",126.52238899999999,33.4949212,제주특별자치도 제주시 도남동 800,제주특별자치도 제주시 신성로 14-11
제주시,용담이동,"33.5065888,126.51038",126.51038,33.5065888,제주특별자치도 제주시 용담이동 2706-15,제주특별자치도 제주시 용문로14길 15
제주시,이도이동,"33.4978949,126.535676",126.535676,33.4978949,제주특별자치도 제주시 이도이동 1049-2,제주특별자치도 제주시 오복5길 17
제주시,화북이동,"33.493045,126.558596",126.558596,33.493045,제주특별자치도 제주시 화북이동 5757,제주특별자치도 제주시 황사평6길 58
서귀포시,대정읍,"33.2230202,126.273784",126.273784,33.2230202,제주특별자치도 서귀포시 대정읍 상모리 2134-1,제주특별자치도 서귀포시 대정읍 상모와우로 64-8
서귀포시,성산읍,"33.4397069,126.913768",126.91376899999999,33.4397069,제주특별자치도 서귀포시 성산읍 고성리 949-2,제주특별자치도 서귀포시 성산읍 신고로 11
제주시,용담일동,"33.5074727,126.51345",126.51345,33.5074727,제주특별자치도 제주시 용담일동 254-1,제주특별자치도 제주시 용담로20길 21-14
서귀포시,강정동,"33.2581821,126.510091",126.51009199999999,33.2581821,제주특별자치도 서귀포시 강정동 132-1,제주특별자치도 서귀포시 신서귀로 109
제주시,삼도일동,"33.5031978,126.521018",126.521018,33.503197899999996,제주특별자치도 제주시 삼도일동 542-22,제주특별자치도 제주시 서광로19길 38-1
서귀포시,회수동,"33.2559809,126.440768",126.44076899999999,33.2559809,제주특별자치도 서귀포시 회수동 688-2,제주특별자치도 서귀포시 일주서로670번길 34
제주시,구좌읍,"33.5548357,126.802598",126.802598,33.55483579999999,제주특별자치도 제주시 구좌읍 행원리 1387-1,제주특별자치도 제주시 구좌읍 행원로3길 53-3
서귀포시,중문동,"33.2500763,126.426290",126.42629099999999,33.2500763,제주특별자치도 서귀포시 중문동 2040-3,제주특별자치도 서귀포시 천제연로208번길 18
제주시,애월읍,"33.4797141,126.395676",126.395676,33.4797141,제주특별자치도 제주시 애월읍 하귀2리 3017,제주특별자치도 제주시 애월읍 하귀26길 4-1
제주시,연동,"33.4868113,126.487933",126.48793300000001,33.4868113,제주특별자치도 제주시 연동 252-72,제주특별자치도 제주시 연동3길 34
서귀포시,남원읍,"33.2744158,126.673371",126.673371,33.2744158,제주특별자치도 서귀포시 남원읍 위미리 1612-2,제주특별자치도 서귀포시 남원읍 태위로 244-8
서귀포시,서귀동,"33.2511547,126.566043",126.56604399999999,33.2511547,제주특별자치도 서귀포시 서귀동 268-37,제주특별자치도 서귀포시 중동로32번길 3-7
제주시,한림읍,"33.4031875,126.254006",126.254006,33.403187599999995,제주특별자치도 제주시 한림읍 옹포리 983,제주특별자치도 제주시 한림읍 옹포4길 61
제주시,연동,"33.4889564,126.487389",126.487389,33.4889564,제주특별자치도 제주시 연동 251-73,제주특별자치도 제주시 신광로4길 25
제주시,건입동,"33.5170212,126.535952",126.53595200000001,33.5170212,제주특별자치도 제주시 건입동 940-3,제주특별자치도 제주시 칠머리길 1
제주시,애월읍,"33.4640349,126.367756",126.367756,33.4640349,제주특별자치도 제주시 애월읍 신엄리 1562-13,제주특별자치도 제주시 애월읍 신용로 79
제주시,애월읍,"33.4842077,126.416325",126.416325,33.4842077,제주특별자치도 제주시 애월읍 하귀1리 562,제주특별자치도 제주시 애월읍 하귀9길 31-1
제주시,이도이동,"33.4990105,126.532175",126.532175,33.4990105,제주특별자치도 제주시 이도이동 1939,제주특별자치도 제주시 광양13길 16-2
제주시,도남동,"33.49065,126.530489",126.53048999999999,33.49065,제주특별자치도 제주시 도남동 91-5,제주특별자치도 제주시 독짓골2길 19
제주시,애월읍,"33.4813299,126.412743",126.41274399999999,33.4813299,제주특별자치도 제주시 애월읍 하귀1리 214-26,제주특별자치도 제주시 애월읍 하귀동남2길 25
제주시,연동,"33.4927664,126.493861",126.49386100000001,33.492766499999995,제주특별자치도 제주시 연동 290,제주특별자치도 제주시 신광로1길 9
제주시,이호2동,"33.4924026,126.460532",126.460532,33.4924026,제주특별자치도 제주시 이호2동 937-1,제주특별자치도 제주시 오도길 31
제주시,노형동,"33.4875314,126.471305",126.471305,33.4875314,제주특별자치도 제주시 노형동 2583-1,제주특별자치도 제주시 정존5길 62
제주시,이호1동,"33.5003028,126.459718",126.45971899999999,33.5003028,제주특별자치도 제주시 이호1동 1961,제주특별자치도 제주시 도리로 75
서귀포시,안덕면,"33.2370517,126.366224",126.366224,33.237051799999996,제주특별자치도 서귀포시 안덕면 창천리 850,제주특별자치도 서귀포시 안덕면 대평감산로 26
제주시,삼도일동,"33.4988271,126.523937",126.52393799999999,33.4988271,제주특별자치도 제주시 삼도일동 580-71,제주특별자치도 제주시 서광로26길 12-4
제주시,이도이동,"33.4887186,126.536799",126.536799,33.4887186,제주특별자치도 제주시 이도이동 2010-16,제주특별자치도 제주시 구남동4길 14-8
서귀포시,강정동,"33.2358599,126.478296",126.478296,33.2358599,제주특별자치도 서귀포시 강정동 4400-4,제주특별자치도 서귀포시 이어도로 578-1
서귀포시,서홍동,"33.2511187,126.549579",126.54957900000001,33.2511187,제주특별자치도 서귀포시 서홍동 2576,제주특별자치도 서귀포시 하논로 47
제주시,노형동,"33.4835048,126.472111",126.47211100000001,33.4835048,제주특별자치도 제주시 노형동 2514-2,제주특별자치도 제주시 정존3길 23
제주시,연동,"33.4828964,126.492695",126.492695,33.4828964,제주특별자치도 제주시 연동 334,제주특별자치도 제주시 사장3길 20-1
제주시,용담일동,"33.5102067,126.512882",126.512882,33.5102067,제주특별자치도 제주시 용담일동 2579-1,제주특별자치도 제주시 용담로16길 13
서귀포시,법환동,"33.2504945,126.508744",126.50874499999999,33.2504945,제주특별자치도 서귀포시 법환동 748-1,제주특별자치도 서귀포시 김정문화로 36
서귀포시,성산읍,"33.4639533,126.933084",126.93308400000001,33.4639533,제주특별자치도 서귀포시 성산읍 성산리 181-8,제주특별자치도 서귀포시 성산읍 성산중앙로 41-8
제주시,애월읍,"33.4573651,126.326895",126.32689599999999,33.457365100000004,제주특별자치도 제주시 애월읍 애월리 699,제주특별자치도 제주시 애월읍 애상로 76-26
제주시,용담일동,"33.5132243,126.516659",126.516659,33.513224300000005,제주특별자치도 제주시 용담일동 2579-1,제주특별자치도 제주시 서문로5길 19
제주시,아라이동,"33.4739122,126.553198",126.55319899999999,33.4739122,제주특별자치도 제주시 아라이동 826,제주특별자치도 제주시 인다1길 49
제주시,조천읍,"33.4931214,126.638214",126.63821499999999,33.4931214,제주특별자치도 제주시 조천읍 와흘리 2814,제주특별자치도 제주시 조천읍 대와상길 129-16
제주시,도련1동,"33.4978158,126.590384",126.59038400000001,33.4978158,제주특별자치도 제주시 도련1동 1325-1,제주특별자치도 제주시 당주길 111
제주시,삼도이동,"33.5101613,126.522176",126.522176,33.5101613,제주특별자치도 제주시 삼도이동 183-4,제주특별자치도 제주시 남성로23길 6-9
제주시,이도이동,"33.5005597,126.537722",126.537722,33.500559700000004,제주특별자치도 제주시 이도이동 365-10,제주특별자치도 제주시 청귤로1길 16-7
서귀포시,강정동,"33.2533496,126.502486",126.502486,33.25334960000001,제주특별자치도 서귀포시 강정동 192,제주특별자치도 서귀포시 대청로25번길 8
제주시,일도이동,"33.5026508,126.545352",126.54535200000001,33.502650800000005,제주특별자치도 제주시 일도이동 64-1,제주특별자치도 제주시 연수로2길 18-4
제주시,회천동,"33.4991049,126.610001",126.610001,33.4991049,제주특별자치도 제주시 회천동 2144,제주특별자치도 제주시 서회천3길 3
제주시,도두이동,"33.4955805,126.484482",126.484482,33.4955805,제주특별자치도 제주시 도두이동 194,제주특별자치도 제주시 신성마을1길 50
제주시,한림읍,"33.4060392,126.264847",126.264847,33.406039299999996,제주특별자치도 제주시 한림읍 동명리 1954-3,제주특별자치도 제주시 한림읍 명월성로 34-2
제주시,한림읍,"33.4134488,126.266665",126.26666599999999,33.413448800000005,제주특별자치도 제주시 한림읍 한림리 1582,제주특별자치도 제주시 한림읍 내동남길 19
제주시,애월읍,"33.4869846,126.411307",126.41130700000001,33.4869846,제주특별자치도 제주시 애월읍 하귀1리 492-3,제주특별자치도 제주시 애월읍 하귀10길 16-16
제주시,애월읍,"33.4175143,126.315008",126.315008,33.4175143,제주특별자치도 제주시 애월읍 봉성리 3176,제주특별자치도 제주시 애월읍 봉성동2길 12-7
제주시,오라이동,"33.4726326,126.507725",126.507725,33.4726326,제주특별자치도 제주시 오라이동 790-1,제주특별자치도 제주시 정실1길 11-1
제주시,구좌읍,"33.5512621,126.712842",126.71284299999999,33.5512621,제주특별자치도 제주시 구좌읍 동복리 1759,제주특별자치도 제주시 구좌읍 동복남4길 3
서귀포시,강정동,"33.254887,126.4912",126.4912,33.254887,제주특별자치도 서귀포시 강정동 3373,제주특별자치도 서귀포시 일주서로 166-58
제주시,삼도일동,"33.5010836,126.518233",126.51823300000001,33.5010836,제주특별자치도 제주시 삼도일동 521-2,제주특별자치도 제주시 서사로20길 15-1
서귀포시,서귀동,"33.2466649,126.566168",126.56616899999999,33.2466649,제주특별자치도 서귀포시 서귀동 411-11,제주특별자치도 서귀포시 태평로431번길 14
서귀포시,하효동,"33.2597911,126.619998",126.619998,33.2597911,제주특별자치도 서귀포시 하효동 512,제주특별자치도 서귀포시 과원동로12번길 13-1
제주시,연동,"33.4801828,126.48855",126.48855,33.480182899999996,제주특별자치도 제주시 연동 1546,제주특별자치도 제주시 연화로 25
제주시,일도이동,"33.5116235,126.542721",126.542721,33.5116235,제주특별자치도 제주시 일도이동 152-17,제주특별자치도 제주시 고마로3길 46-5
제주시,이도이동,"33.5015383,126.533892",126.53389299999999,33.501538399999994,제주특별자치도 제주시 이도이동 1171-2,제주특별자치도 제주시 동광로8길 9-10
제주시,애월읍,"33.4331306,126.401643",126.40164399999999,33.433130600000005,제주특별자치도 제주시 애월읍 유수암리 1585,제주특별자치도 제주시 애월읍 유수암로 103
제주시,노형동,"33.4850652,126.474112",126.474112,33.4850652,제주특별자치도 제주시 노형동 2617-3,제주특별자치도 제주시 정존7길 26
서귀포시,대정읍,"33.2182935,126.257484",126.257484,33.2182935,제주특별자치도 서귀포시 대정읍 하모리 437-8,제주특별자치도 서귀포시 대정읍 최남단해안로109번길 78-6
제주시,조천읍,"33.5013986,126.665089",126.665089,33.501398699999996,제주특별자치도 제주시 조천읍 대흘리 2787,제주특별자치도 제주시 조천읍 대흘북길 59
제주시,일도이동,"33.5096263,126.531404",126.53140400000001,33.509626399999995,제주특별자치도 제주시 일도이동 1050-1,제주특별자치도 제주시 신선동길 11
제주시,외도일동,"33.4855058,126.426762",126.42676200000001,33.4855058,제주특별자치도 제주시 외도일동 646-1,제주특별자치도 제주시 우령서로 75
제주시,삼양이동,"33.5225411,126.583036",126.583036,33.522541100000005,제주특별자치도 제주시 삼양이동 2119-15,제주특별자치도 제주시 지석9길 16
